6/10/2008,Cash,0.107,--,6/12/2008,7/7/2008,,CTRP
6/27/2007,Cash,0.257,--,6/29/2007,7/5/2007,,CTRP
6/28/2006,Cash,0.235,--,6/30/2006,7/14/2006,,CTRP
6/28/2005,Cash,0.28,--,6/30/2005,7/8/2005,,CTRP
